request_id,worker_id,query,start_time,end_time,latency,status,error
58,3,Query 58,1777503694.5442188,1777503694.750415,0.20619630813598633,success,
60,1,Query 60,1777503694.54522,1777503694.750415,0.20519518852233887,success,
69,1,Query 69,1777503694.5469046,1777503694.750415,0.20351052284240723,success,
68,0,Query 68,1777503694.5469046,1777503694.7550027,0.2080981731414795,success,
65,1,Query 65,1777503694.54522,1777503694.7550027,0.20978283882141113,success,
64,0,Query 64,1777503694.54522,1777503694.7550027,0.20978283882141113,success,
66,2,Query 66,1777503694.5462558,1777503694.7550027,0.20874691009521484,success,
76,0,Query 76,1777503694.551942,1777503694.7550027,0.20306062698364258,success,
77,1,Query 77,1777503694.5534492,1777503694.7555156,0.20206642150878906,success,
63,3,Query 63,1777503694.54522,1777503694.7555156,0.2102956771850586,success,
67,3,Query 67,1777503694.5469046,1777503694.7555156,0.20861101150512695,success,
70,2,Query 70,1777503694.5479126,1777503694.7555156,0.20760297775268555,success,
72,0,Query 72,1777503694.549419,1777503694.7555156,0.20609664916992188,success,
71,3,Query 71,1777503694.5479126,1777503694.7555156,0.20760297775268555,success,
75,3,Query 75,1777503694.549419,1777503694.7555156,0.20609664916992188,success,
74,2,Query 74,1777503694.549419,1777503694.7555156,0.20609664916992188,success,
73,1,Query 73,1777503694.549419,1777503694.7555156,0.20609664916992188,success,
61,0,Query 61,1777503694.54522,1777503694.7555156,0.2102956771850586,success,
78,2,Query 78,1777503694.5534492,1777503694.7555156,0.20206642150878906,success,
90,2,Query 90,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
92,0,Query 92,1777503694.5564613,1777503694.7575781,0.20111680030822754,success,
91,3,Query 91,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
87,3,Query 87,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
86,2,Query 86,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
88,0,Query 88,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
89,1,Query 89,1777503694.5554612,1777503694.7575781,0.2021169662475586,success,
83,3,Query 83,1777503694.5544548,1777503694.7575781,0.2031233310699463,success,
84,0,Query 84,1777503694.5544548,1777503694.7575781,0.2031233310699463,success,
85,1,Query 85,1777503694.5544548,1777503694.7575781,0.2031233310699463,success,
82,2,Query 82,1777503694.5544548,1777503694.7575781,0.2031233310699463,success,
79,3,Query 79,1777503694.5534492,1777503694.7575781,0.20412898063659668,success,
80,0,Query 80,1777503694.5534492,1777503694.758097,0.20464777946472168,success,
81,1,Query 81,1777503694.5534492,1777503694.758097,0.20464777946472168,success,
96,0,Query 96,1777503694.557461,1777503694.758097,0.2006359100341797,success,
95,3,Query 95,1777503694.5564613,1777503694.758097,0.20163559913635254,success,
94,2,Query 94,1777503694.5564613,1777503694.758097,0.20163559913635254,success,
93,1,Query 93,1777503694.5564613,1777503694.758097,0.20163559913635254,success,
99,3,Query 99,1777503694.557461,1777503694.758097,0.2006359100341797,success,
98,2,Query 98,1777503694.557461,1777503694.758097,0.2006359100341797,success,
97,1,Query 97,1777503694.557461,1777503694.758097,0.2006359100341797,success,
